,Title,Rank,Type,Volumes,Published,Members,page_url,image_url,Score
10439,Tekkon Kinkreet,696,Manga,3,1993 - 1994,13865,https://myanimelist.net/manga/442/Tekkon_Kinkreet,https://cdn.myanimelist.net/r/100x140/images/manga/2/151420.jpg?s=04b97a86e8e01272a1b4dcc0050fc4c3,8.02
10440,Ningen Shikkaku,648,Manga,3,Feb 2009 - Apr 2011,34552,https://myanimelist.net/manga/13290/Ningen_Shikkaku,https://cdn.myanimelist.net/r/100x140/images/manga/3/166769.jpg?s=59d2920d5ac0b50ae0f2fb465a4e921c,8.05
10441,Princess Diana,11526,Manhua,3,-,341,https://myanimelist.net/manga/10516/Princess_Diana,https://cdn.myanimelist.net/r/100x140/images/manga/1/278701.jpg?s=b1fcf46d960aaecf5f56329fc9bdbdb4,6.78
10442,Tamashii no Futago,2552,Manga,2,Nov 2006 - Mar 2008,2295,https://myanimelist.net/manga/10528/Tamashii_no_Futago,https://cdn.myanimelist.net/r/100x140/images/manga/1/263711.jpg?s=674a5bbfc7f5f975b4b1b875d5e68a2b,7.54
10443,Hana no Namae,2465,Manga,4,Feb 2004 - Aug 2007,7768,https://myanimelist.net/manga/8039/Hana_no_Namae,https://cdn.myanimelist.net/r/100x140/images/manga/1/178420.jpg?s=9027a9147d87eae6c996d58da7331edd,7.55
10444,Toki wo Kakeru Shoujo: Tokikake,2151,Manga,1,Apr 2006 - Jul 2006,6563,https://myanimelist.net/manga/9256/Toki_wo_Kakeru_Shoujo__Tokikake,https://cdn.myanimelist.net/r/100x140/images/manga/3/120297.jpg?s=32c1e65e7a7e24b91b0fb72db6a2e63d,7.61
10445,Urami-san wa Kyou mo Ayaui,16461,Manga,1,Apr 2017 - Feb 2018,1083,https://myanimelist.net/manga/106936/Urami-san_wa_Kyou_mo_Ayaui,https://cdn.myanimelist.net/r/100x140/images/manga/3/221795.jpg?s=ebf05c628e062ab08d6df1dd8cb46090,6.28
10446,Darren Shan,1070,Manga,12,Aug 2006 - Feb 2009,7089,https://myanimelist.net/manga/6140/Darren_Shan,https://cdn.myanimelist.net/r/100x140/images/manga/1/177657.jpg?s=7353786db88fda6f3df44570895068dc,7.86
10447,Deep Love: Real,5149,Manga,19,Sep 2004 - Dec 2009,2181,https://myanimelist.net/manga/3961/Deep_Love__Real,https://cdn.myanimelist.net/r/100x140/images/manga/2/99501.jpg?s=2206273cadd95945431587aff795e340,7.25
10448,Crimson,12535,Manga,3,-,356,https://myanimelist.net/manga/2650/Crimson,https://cdn.myanimelist.net/r/100x140/images/manga/3/2845.jpg?s=a9755150a1e946548eae2dcb45b0fe19,6.7
10449,Little Sweet Delusion,17783,One-shot,?,Jun 2004 - Jun 2004,1230,https://myanimelist.net/manga/5689/Little_Sweet_Delusion,https://cdn.myanimelist.net/r/100x140/images/manga/2/7283.jpg?s=01d541c8bd7b4bd6ee9359a95285be1c,5.35
10450,Imouto no Tomodachi ga Nani Kangaeteru no ka Wakaranai,10085,Manga,3,Apr 2020 - Apr 2022,6685,https://myanimelist.net/manga/129566/Imouto_no_Tomodachi_ga_Nani_Kangaeteru_no_ka_Wakaranai,https://cdn.myanimelist.net/r/100x140/images/manga/1/241358.jpg?s=55bd32bd722e0b30c9eb207a9c003d23,6.89
10451,Ichaicha suru to Okane ga Waichau Futari no Hanashi,5888,Manga,2,Jul 2020 - Dec 2021,5121,https://myanimelist.net/manga/127908/Ichaicha_suru_to_Okane_ga_Waichau_Futari_no_Hanashi,https://cdn.myanimelist.net/r/100x140/images/manga/2/234653.jpg?s=17026ba1854f5a9688c6243470d71ee6,7.19
10452,Transfer Student Storm Bringer,2114,Manhwa,2,Apr 2010 - Aug 2012,7581,https://myanimelist.net/manga/30457/Transfer_Student_Storm_Bringer,https://cdn.myanimelist.net/r/100x140/images/manga/2/52425.jpg?s=24f141252564eb42fe21b54b5fb5b67d,7.61
10453,Devilman,664,Manga,5,Jun 1972 - Jun 1973,50847,https://myanimelist.net/manga/1474/Devilman,https://cdn.myanimelist.net/r/100x140/images/manga/2/1431.jpg?s=b107b43b1d4cb15b462cd4495ea1d7ed,8.04
10454,Osomatsu-kun,10684,Manga,34,1962 - 1988,899,https://myanimelist.net/manga/24033/Osomatsu-kun,https://cdn.myanimelist.net/r/100x140/images/manga/3/159720.jpg?s=280f1d14d45ac06bb4a797b1dfde546e,6.85
10455,Shourai-teki ni Shindekure,13293,Manga,7,Oct 2016 - Oct 2019,3619,https://myanimelist.net/manga/106215/Shourai-teki_ni_Shindekure,https://cdn.myanimelist.net/r/100x140/images/manga/2/194468.jpg?s=cd15b6e0e4dc72df39afcc4578b746f4,6.65
10456,Mahouka Koukou no Rettousei: Natsuyasumi-hen,6726,Manga,3,Oct 2016 - Dec 2017,2529,https://myanimelist.net/manga/104234/Mahouka_Koukou_no_Rettousei__Natsuyasumi-hen,https://cdn.myanimelist.net/r/100x140/images/manga/3/190955.jpg?s=25979c8f99bd441655e20927b5b86b90,7.13
10457,Misasagi Shougakkou Sensou,15843,One-shot,?,Mar 2013 - Mar 2013,698,https://myanimelist.net/manga/51971/Misasagi_Shougakkou_Sensou,https://cdn.myanimelist.net/r/100x140/images/manga/2/91913.jpg?s=30c48cbcb3152da51cbe563bd83b1c55,6.39
10458,NHK ni Youkoso!,478,Manga,8,Dec 2003 - Apr 2007,55649,https://myanimelist.net/manga/463/NHK_ni_Youkoso,https://cdn.myanimelist.net/r/100x140/images/manga/1/172691.jpg?s=6116cc8487a25928aae32660d0e10286,8.15
10459,Mitsu-iro✡Devil,9355,Manga,1,Jun 2009 - Jun 2009,4434,https://myanimelist.net/manga/17216/Mitsu-iro✡Devil,https://cdn.myanimelist.net/r/100x140/images/manga/2/166410.jpg?s=4ac6d49a2d17d7099b9e810a80a22ad9,6.94
10460,Femme Fatale: Unmei no Onna,15950,Manga,3,Sep 2007 - Jun 2010,1430,https://myanimelist.net/manga/23851/Femme_Fatale__Unmei_no_Onna,https://cdn.myanimelist.net/r/100x140/images/manga/2/100371.jpg?s=6b75c578b17abd4e463659dabeb3d955,6.37
10461,"Isekai no Senshi toshite Kuni ni Manekareta kedo, Kotowatte Heishi kara Hajimeru Koto ni Shita",16927,Manga,?,Mar 2020 -,889,https://myanimelist.net/manga/133396/Isekai_no_Senshi_toshite_Kuni_ni_Manekareta_kedo_Kotowatte_Heishi_kara_Hajimeru_Koto_ni_Shita,https://cdn.myanimelist.net/r/100x140/images/manga/3/240765.jpg?s=2c1fd12d95d6df1fd39e6ef0ea9fc754,6.16
10462,Boku no Ie ni Oide,3995,Manga,10,Dec 2012 - Feb 2017,5440,https://myanimelist.net/manga/46524/Boku_no_Ie_ni_Oide,https://cdn.myanimelist.net/r/100x140/images/manga/2/159611.jpg?s=8009a722e151690416083435186337cf,7.36
10463,Clash,6342,Manga,1,2008 - 2008,2378,https://myanimelist.net/manga/7837/Clash,https://cdn.myanimelist.net/r/100x140/images/manga/1/67863.jpg?s=177a5c6f03e280a953f57ad917020ff7,7.16
10464,Gensen Tanpenshuu: Gougasha,17464,Manga,2,1982 - Nov 2014,1925,https://myanimelist.net/manga/116649/Gensen_Tanpenshuu__Gougasha,https://cdn.myanimelist.net/r/100x140/images/manga/2/213391.jpg?s=a4661c9a0009e5185cc03c0bd045e755,5.89
10465,Mecha Mote Honey,7691,Manga,3,2006 - 2007,408,https://myanimelist.net/manga/5515/Mecha_Mote_Honey,https://cdn.myanimelist.net/r/100x140/images/manga/3/10005.jpg?s=7732a211f6a49f04c4c8453cb8bddeb8,7.06
10466,Love Share,4126,Manga,1,2010 -,2343,https://myanimelist.net/manga/19931/Love_Share,https://cdn.myanimelist.net/r/100x140/images/manga/2/39742.jpg?s=185acd0fc9475ca3627f516a406f7ef9,7.35
10467,Joshikausei,5214,Manga,?,Sep 2013 -,10607,https://myanimelist.net/manga/60815/Joshikausei,https://cdn.myanimelist.net/r/100x140/images/manga/1/121107.jpg?s=86c9b53d88c0e35b18c99386cd9be0a4,7.25
10468,Ring,15740,Manga,3,Mar 2004 - Mar 2005,369,https://myanimelist.net/manga/16501/Ring,https://cdn.myanimelist.net/r/100x140/images/manga/3/153094.jpg?s=771d5c15db20a7bbfad58d50a48c5caf,6.4
10469,Minus Literacy,15595,Manga,1,2007 - 2009,742,https://myanimelist.net/manga/8112/Minus_Literacy,https://cdn.myanimelist.net/r/100x140/images/manga/3/32052.jpg?s=cb027e92c13b5bcb475ffd37af37c634,6.42
10470,Shinigami Hakushaku wa Yuuutsu,15795,One-shot,?,Nov 2013 - Nov 2013,446,https://myanimelist.net/manga/91062/Shinigami_Hakushaku_wa_Yuuutsu,https://cdn.myanimelist.net/r/100x140/images/manga/1/159857.jpg?s=f7e23700ad85fb3fffd1b4b8584a0720,6.39
10471,One Piece Party,4670,Manga,7,Dec 2014 - Feb 2021,3307,https://myanimelist.net/manga/86972/One_Piece_Party,https://cdn.myanimelist.net/r/100x140/images/manga/2/165199.jpg?s=b19434d976b6492eada5b636b014cff6,7.3
10472,8LDK: Shisha no Ou,17584,Manga,3,Jul 2018 - Jan 2019,1122,https://myanimelist.net/manga/115782/8LDK__Shisha_no_Ou,https://cdn.myanimelist.net/r/100x140/images/manga/2/219533.jpg?s=1ec99b1d68a950ddcd445be5a47224ac,5.78
10473,Chi's Sweet Home,1123,Manga,12,Jan 2004 - Jun 2015,12336,https://myanimelist.net/manga/1397/Chis_Sweet_Home,https://cdn.myanimelist.net/r/100x140/images/manga/1/131453.jpg?s=a3466aa374df9f481d620bf30706961c,7.84
10474,Meiji Hiiro Kitan,2503,Manga,13,Mar 2011 - Jul 2014,3178,https://myanimelist.net/manga/33791/Meiji_Hiiro_Kitan,https://cdn.myanimelist.net/r/100x140/images/manga/1/274573.jpg?s=e1a2d4451c596bb77d837f5d501e0a3d,7.55
10475,Phantom: Requiem for the Phantom,4290,Manga,3,Dec 2008 - Jan 2010,2052,https://myanimelist.net/manga/14804/Phantom__Requiem_for_the_Phantom,https://cdn.myanimelist.net/r/100x140/images/manga/1/144099.jpg?s=033ae42259975491c66ff4574485f398,7.33
10476,Sekai Saikyou no Kouei: Meikyuukoku no Shinjin Tansakusha,10994,Manga,?,Mar 2018 -,6974,https://myanimelist.net/manga/113980/Sekai_Saikyou_no_Kouei__Meikyuukoku_no_Shinjin_Tansakusha,https://cdn.myanimelist.net/r/100x140/images/manga/1/211960.jpg?s=ac8923d623724ea83daf28469c147429,6.82
10477,Jitsuryokuha Elite Jin,15606,One-shot,?,Oct 2011 - Oct 2011,651,https://myanimelist.net/manga/31081/Jitsuryokuha_Elite_Jin,https://cdn.myanimelist.net/r/100x140/images/manga/1/57331.jpg?s=3da890d8bfbfbe25cebc9f27bbb4669a,6.42
10478,Sekai de Ichiban Utsukushii Namae,6919,One-shot,?,Feb 2012 - Feb 2012,1303,https://myanimelist.net/manga/36437/Sekai_de_Ichiban_Utsukushii_Namae,https://cdn.myanimelist.net/r/100x140/images/manga/2/65799.jpg?s=acd0319d43a052659869237864dd1470,7.11
10479,World Customize Creator,8533,Light-Novel,5,Jul 2012 - Jul 2013,950,https://myanimelist.net/manga/74173/World_Customize_Creator,https://cdn.myanimelist.net/r/100x140/images/manga/1/128673.jpg?s=5c5e22e15343f6162f4f954e0f1ed433,7.0
10480,Sengoku Armors,15954,Manga,2,Mar 2011 - Jul 2011,1151,https://myanimelist.net/manga/24967/Sengoku_Armors,https://cdn.myanimelist.net/r/100x140/images/manga/4/144979.jpg?s=e4500b74e0930a1333a2554276c37f60,6.37
10481,Shoujo Shuutome no Yuuutsu,7767,One-shot,?,2008 - 2008,1300,https://myanimelist.net/manga/14400/Shoujo_Shuutome_no_Yuuutsu,https://cdn.myanimelist.net/r/100x140/images/manga/1/20580.jpg?s=7c382c4f3b3a56645ef87d2a1fbf13a1,7.05
10482,Boku no Yome no Ranbou na Aijou,10986,Manga,1,Aug 2017 - Aug 2017,833,https://myanimelist.net/manga/133094/Boku_no_Yome_no_Ranbou_na_Aijou,https://cdn.myanimelist.net/r/100x140/images/manga/1/240663.jpg?s=c042edf99d58cf4f7ad2059d558db8ba,6.83
10483,Arigatights!,16213,Manga,3,Nov 2018 - Oct 2019,4202,https://myanimelist.net/manga/118352/Arigatights,https://cdn.myanimelist.net/r/100x140/images/manga/3/219739.jpg?s=c0ec24705150bc2de7a3f06e4a3c0c22,6.33
10484,Amnesia Later,16511,Manga,1,Mar 2013 - Mar 2013,1628,https://myanimelist.net/manga/51603/Amnesia_Later,https://cdn.myanimelist.net/r/100x140/images/manga/3/95285.jpg?s=19478de55031646fef9cac3b765193f3,6.27
10485,Fiery Enemies,11034,Manhwa,?,May 2019 - Mar 2020,285,https://myanimelist.net/manga/149139/Fiery_Enemies,https://cdn.myanimelist.net/r/100x140/images/manga/3/264642.jpg?s=ba730ffa6e020ba3bc60ab82b192f6b5,6.82
10486,Eroge no Taiyou,13816,Manga,4,Aug 2014 - Jun 2015,2153,https://myanimelist.net/manga/78633/Eroge_no_Taiyou,https://cdn.myanimelist.net/r/100x140/images/manga/1/159600.jpg?s=a3d6bf348174c9fb9d1ad15b23465019,6.6
10487,Hot Gimmick,12047,Manga,12,Dec 2000 - Aug 2005,13615,https://myanimelist.net/manga/647/Hot_Gimmick,https://cdn.myanimelist.net/r/100x140/images/manga/2/142813.jpg?s=efdf012070ef4c8d4d2cce3483a36964,6.74
10488,Shizuru-san no Memochou,15788,One-shot,?,Jul 2015 - Jul 2015,409,https://myanimelist.net/manga/92009/Shizuru-san_no_Memochou,https://cdn.myanimelist.net/r/100x140/images/manga/1/170503.jpg?s=9ef47046defccc39b883c3a9e2adbdc6,6.4
10489,Metroid: Shounen Ou! Shorts,14595,Manga,?,Jun 1994 -,399,https://myanimelist.net/manga/22788/Metroid__Shounen_Ou_Shorts,https://cdn.myanimelist.net/r/100x140/images/manga/3/36916.jpg?s=2afea9e681f1b4f5fc4a462004a90ca5,6.53
10490,Seikai no Monshou,4001,Manga,8,May 2012 - Apr 2021,1073,https://myanimelist.net/manga/70189/Seikai_no_Monshou,https://cdn.myanimelist.net/r/100x140/images/manga/2/123655.jpg?s=a43d41f70d86cb98d15567e5b5f9727d,7.36
10491,Chiko no Negai,9108,Manga,1,2002 - 2002,579,https://myanimelist.net/manga/4062/Chiko_no_Negai,https://cdn.myanimelist.net/r/100x140/images/manga/1/4693.jpg?s=3f527350f3e4545e306a1baacc4bf081,6.96
10492,Kiss made no Kyori,14053,Manga,1,Dec 2008 - Dec 2008,442,https://myanimelist.net/manga/36879/Kiss_made_no_Kyori,https://cdn.myanimelist.net/r/100x140/images/manga/3/135291.jpg?s=c411c10cdeec611bdc013be6257c7e2f,6.58
10493,Hitori-tachi,846,Manga,1,Sep 2010 - Sep 2010,4623,https://myanimelist.net/manga/21651/Hitori-tachi,https://cdn.myanimelist.net/r/100x140/images/manga/2/262915.jpg?s=24858c1a6029a7efde0db5fe689e7222,7.94
10494,Jack Frost,8754,Manhwa,11,2005 - 2014,6231,https://myanimelist.net/manga/4624/Jack_Frost,https://cdn.myanimelist.net/r/100x140/images/manga/3/55257.jpg?s=ca2ac6428a225f32a448481ea72cc99b,6.98
10495,Isekai Konyoku Monogatari,9315,Light-Novel,7,Mar 2015 - May 2022,639,https://myanimelist.net/manga/88720/Isekai_Konyoku_Monogatari,https://cdn.myanimelist.net/r/100x140/images/manga/1/176624.jpg?s=bb2c0c127dee5eb93e73e4f8c24ac255,6.94
10496,Tokidoki Bosotto Russia-go de Dereru Tonari no Aalya-san,10476,One-shot,?,Feb 2021 - Feb 2021,614,https://myanimelist.net/manga/137242/Tokidoki_Bosotto_Russia-go_de_Dereru_Tonari_no_Aalya-san,https://cdn.myanimelist.net/r/100x140/images/manga/2/266837.jpg?s=b7fe37ed14d75cebf25b90d4fc4bb3ff,6.86
10497,Dear Noman,7070,Manga,2,Jul 2019 - Aug 2020,1822,https://myanimelist.net/manga/123507/Dear_Noman,https://cdn.myanimelist.net/r/100x140/images/manga/2/234993.jpg?s=618c00fe5f43b837ee079323b8569db2,7.1
10498,Ojisan wa Kawaii Mono ga Osuki.,6066,Manga,?,Jul 2017 -,544,https://myanimelist.net/manga/114121/Ojisan_wa_Kawaii_Mono_ga_Osuki,https://cdn.myanimelist.net/r/100x140/images/manga/1/224494.jpg?s=2b6193e50b612db20556937049456c03,7.18
10499,Hoshi yo Oka yo Fuyu no Ao yo,11064,Manga,1,-,997,https://myanimelist.net/manga/13340/Hoshi_yo_Oka_yo_Fuyu_no_Ao_yo,https://cdn.myanimelist.net/r/100x140/images/manga/2/18667.jpg?s=472302c7b5530f675f70486dd7c10245,6.82
10500,Ao no Flag,690,Manga,8,Feb 2017 - Apr 2020,59417,https://myanimelist.net/manga/103942/Ao_no_Flag,https://cdn.myanimelist.net/r/100x140/images/manga/3/194070.jpg?s=52168fcf05c4641f75a3b3b2b5cda8a1,8.02
10501,Kyoushitsu Jibaku Club,17060,Manga,3,Dec 2017 - Aug 2018,4113,https://myanimelist.net/manga/119484/Kyoushitsu_Jibaku_Club,https://cdn.myanimelist.net/r/100x140/images/manga/2/219916.jpg?s=6a0231496251aeb84f8d167dc7a0f6fc,6.12
10502,Fuan no Tane+,6386,Manga,4,Jan 2007 - Mar 2008,6338,https://myanimelist.net/manga/8872/Fuan_no_Tane_,https://cdn.myanimelist.net/r/100x140/images/manga/3/138393.jpg?s=93bf9523c2121ed671b6c3c773b48c48,7.15
10503,Code Geass: Hangyaku no Lelouch R2,2254,Light-Novel,4,May 2008 - Feb 2009,1024,https://myanimelist.net/manga/107645/Code_Geass__Hangyaku_no_Lelouch_R2,https://cdn.myanimelist.net/r/100x140/images/manga/1/197073.jpg?s=755c3608ac8c6493659608c3e93ee6b8,7.59
10504,Fake!,15017,Manga,1,Nov 2002 - Jun 2009,608,https://myanimelist.net/manga/32375/Fake,https://cdn.myanimelist.net/r/100x140/images/manga/3/59369.jpg?s=a7e8db36721d7b7505550b9b20e74e1f,6.49
10505,Love Café?,13769,Manga,1,2002 - 2002,446,https://myanimelist.net/manga/5896/Love_Café,https://cdn.myanimelist.net/r/100x140/images/manga/3/7542.jpg?s=222ab9d396229cf1564f4f31becf50c4,6.6
10506,Buccafé!,10066,Manga,?,Apr 2017 -,1603,https://myanimelist.net/manga/110900/Buccafé,https://cdn.myanimelist.net/r/100x140/images/manga/1/203522.jpg?s=9378dd6dc09ccfc2f82097f9f3c47600,6.89
10507,How to Hate Mate,8878,Manhwa,3,Dec 2016 - Dec 2018,323,https://myanimelist.net/manga/125965/How_to_Hate_Mate,https://cdn.myanimelist.net/r/100x140/images/manga/2/260709.jpg?s=559049d3fdca8b4b54e6183b459b1d1d,6.97
10508,Hanjuku Kajitsu,6133,Manga,1,Mar 2011 - Mar 2011,1024,https://myanimelist.net/manga/29927/Hanjuku_Kajitsu,https://cdn.myanimelist.net/r/100x140/images/manga/3/112003.jpg?s=e8ba55467eff048508b651bf74e33603,7.17
10509,Houkago Idol,8217,One-shot,?,Aug 2012 - Aug 2012,1695,https://myanimelist.net/manga/46796/Houkago_Idol,https://cdn.myanimelist.net/r/100x140/images/manga/2/83160.jpg?s=8508c7b95844e57cccc1b5c6127a5955,7.02
10510,Kijin Gentoushou,3216,Manga,?,Sep 2021 -,1701,https://myanimelist.net/manga/140235/Kijin_Gentoushou,https://cdn.myanimelist.net/r/100x140/images/manga/2/250098.jpg?s=07f0e28e2ac33c38d623aaba6825cefc,7.45
10511,Hoshi no Suna: Ameno Sayaka Tanpenshuu,8305,Manga,1,Jul 2015 - Oct 2016,330,https://myanimelist.net/manga/112892/Hoshi_no_Suna__Ameno_Sayaka_Tanpenshuu,https://cdn.myanimelist.net/r/100x140/images/manga/3/225508.jpg?s=51fbd2dd3a17789e0fd09b35cb741995,7.02
10512,Soul Gadget Radiant,7231,Manga,10,Mar 2002 - Nov 2011,1275,https://myanimelist.net/manga/10180/Soul_Gadget_Radiant,https://cdn.myanimelist.net/r/100x140/images/manga/1/164986.jpg?s=7f495685dc3ada0cb5a56ad4092527ba,7.09
10513,Anta Nanka Daikirai,7972,Manga,1,Feb 2008 - Feb 2008,1840,https://myanimelist.net/manga/14617/Anta_Nanka_Daikirai,https://cdn.myanimelist.net/r/100x140/images/manga/2/82034.jpg?s=92b039686ce57dec0b0d4e7bc8837cd9,7.04
10514,Lost In London,8394,Manhwa,?,2011 -,1550,https://myanimelist.net/manga/25866/Lost_In_London,https://cdn.myanimelist.net/r/100x140/images/manga/3/77821.jpg?s=6fe58348e02f3a3510eec7befa80fd4f,7.01
10515,"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",7800,Manga,?,Nov 2019 -,2799,https://myanimelist.net/manga/123456/Shinmai_Ossan_Boukensha_Saikyou_Party_ni_Shinu_hodo_Kitaerarete_Muteki_ni_Naru,https://cdn.myanimelist.net/r/100x140/images/manga/2/232832.jpg?s=b2dde2b2c59069b6af6c0cd7f1428883,7.05
10516,Seijo no Maryoku wa Bannou desu,4637,Manga,?,Jul 2017 -,9547,https://myanimelist.net/manga/111628/Seijo_no_Maryoku_wa_Bannou_desu,https://cdn.myanimelist.net/r/100x140/images/manga/3/206329.jpg?s=71f9b591ff780dcfbab713a1ba678224,7.3
10517,Yuugeki Uchuu Senkan Nadesico,16570,Manga,4,Sep 1996 - Feb 1999,748,https://myanimelist.net/manga/3022/Yuugeki_Uchuu_Senkan_Nadesico,https://cdn.myanimelist.net/r/100x140/images/manga/1/165157.jpg?s=81832f6fcfbf611ebb8bb0c9921decec,6.25
10518,Yaneura no Majo,13017,Manga,1,Dec 2009 - Aug 2010,285,https://myanimelist.net/manga/49067/Yaneura_no_Majo,https://cdn.myanimelist.net/r/100x140/images/manga/2/149547.jpg?s=70000d737939c7b24b8c682f25cff5f6,6.67
10519,Zan,14141,Manga,2,Jul 2006 - Nov 2006,1321,https://myanimelist.net/manga/1570/Zan,https://cdn.myanimelist.net/r/100x140/images/manga/3/143329.jpg?s=58619893d8ced91332dcfb71fe40b610,6.57
10520,Panorama Toukitan,3179,Manga,1,2007 - 2007,3738,https://myanimelist.net/manga/10675/Panorama_Toukitan,https://cdn.myanimelist.net/r/100x140/images/manga/1/14356.jpg?s=deffc66964bdb63e2ee8b2d0e79738c2,7.45
10521,"Sayonara, Heron",6205,Manga,1,Apr 2014 - Apr 2014,3730,https://myanimelist.net/manga/70273/Sayonara_Heron,https://cdn.myanimelist.net/r/100x140/images/manga/3/123897.jpg?s=cef5c91275f248a7c975fdf3c70c4179,7.17
10522,Bocchi Tenseiki,17452,Manga,?,Oct 2019 -,1367,https://myanimelist.net/manga/129032/Bocchi_Tenseiki,https://cdn.myanimelist.net/r/100x140/images/manga/2/243008.jpg?s=2032ad88ccfb06102f889efc3055d6e8,5.9
10523,Usotsuki Planet,5528,Manga,3,Jun 2011 - Nov 2012,2772,https://myanimelist.net/manga/41109/Usotsuki_Planet,https://cdn.myanimelist.net/r/100x140/images/manga/1/104841.jpg?s=16d9214924962bdb3300fc75d67e9c93,7.22
10524,Seitoubatsutai Rei & Saki C-R-O-S-S,12997,Manga,3,Mar 2007 - Mar 2008,269,https://myanimelist.net/manga/21433/Seitoubatsutai_Rei___Saki_C-R-O-S-S,https://cdn.myanimelist.net/r/100x140/images/manga/3/34557.jpg?s=01ea6bf685a3f668a87d8c85ddb7519d,6.67
10525,He Loves You,15792,Manga,?,Sep 2015 - Nov 2015,1016,https://myanimelist.net/manga/97397/He_Loves_You,https://cdn.myanimelist.net/r/100x140/images/manga/2/174204.jpg?s=079962ee3f655eb57662ea9ee21440ae,6.4
10526,Noah!,7859,Manga,3,Jan 2012 -,1041,https://myanimelist.net/manga/35481/Noah,https://cdn.myanimelist.net/r/100x140/images/manga/5/81900.jpg?s=c9de81b4747da331c3df3de1e58b1e10,7.05
10527,Another,2010,Manga,4,Apr 2010 - Dec 2011,63304,https://myanimelist.net/manga/24098/Another,https://cdn.myanimelist.net/r/100x140/images/manga/2/159693.jpg?s=f88c848c7459ef3cf8984f815429b306,7.63
10528,Seven Sisters,13940,Manga,?,Jun 2011 -,1715,https://myanimelist.net/manga/26861/Seven_Sisters,https://cdn.myanimelist.net/r/100x140/images/manga/2/188874.jpg?s=a589ac2aa62b6ea47644ccc3f4d2cdd2,6.59
10529,Strike Witches: Kurenai no Majo-tachi,5486,Manga,3,Feb 2014 - Sep 2015,335,https://myanimelist.net/manga/80671/Strike_Witches__Kurenai_no_Majo-tachi,https://cdn.myanimelist.net/r/100x140/images/manga/1/139511.jpg?s=eddb7023dea7e759782d78a702ea50be,7.23
10530,Genjuu no Seiza,2230,Manga,14,Oct 2000 - Aug 2007,1941,https://myanimelist.net/manga/322/Genjuu_no_Seiza,https://cdn.myanimelist.net/r/100x140/images/manga/1/126579.jpg?s=0ada48eea9a4509e4e2f46bf7c4f8341,7.59
10531,Sidooh,2582,Manga,25,Jan 2005 - Oct 2010,11508,https://myanimelist.net/manga/416/Sidooh,https://cdn.myanimelist.net/r/100x140/images/manga/1/263863.jpg?s=982314bc2f9e8b6f6fd7037aedea3cb9,7.53
10532,H,5924,Manga,6,Jan 2004 - Dec 2005,1849,https://myanimelist.net/manga/7097/H,https://cdn.myanimelist.net/r/100x140/images/manga/2/9514.jpg?s=7dc3f1157829676feac639b11859723e,7.19
10533,Centaur no Nayami,5082,Manga,?,Dec 2010 -,7271,https://myanimelist.net/manga/43449/Centaur_no_Nayami,https://cdn.myanimelist.net/r/100x140/images/manga/2/76597.jpg?s=ec77e1aeb480a269010f6ab8a98fe3cb,7.26
10534,Godzilla,16668,Manga,1,1985 - 1985,493,https://myanimelist.net/manga/14160/Godzilla,https://cdn.myanimelist.net/r/100x140/images/manga/3/153810.jpg?s=c33f0394e1b53c52e732bccf0527cf87,6.23
10535,Aoi no Yuuwaku,16259,Manga,3,2007 - 2008,1264,https://myanimelist.net/manga/12745/Aoi_no_Yuuwaku,https://cdn.myanimelist.net/r/100x140/images/manga/2/56215.jpg?s=b025f8fb27593d339c354cfe1670e010,6.32
10536,"Totsuzen desu ga, Ashita Kekkon Shimasu",2993,Manga,9,Apr 2014 - May 2018,6527,https://myanimelist.net/manga/73531/Totsuzen_desu_ga_Ashita_Kekkon_Shimasu,https://cdn.myanimelist.net/r/100x140/images/manga/2/149163.jpg?s=03731922cfe3ed6f85f126fbfbbbb548,7.48
10537,Musume ja Nakute Mama ga Suki nano!?,4644,Light-Novel,7,Dec 2019 - Apr 2022,1832,https://myanimelist.net/manga/125629/Musume_ja_Nakute_Mama_ga_Suki_nano,https://cdn.myanimelist.net/r/100x140/images/manga/1/228823.jpg?s=147daab9d67e27ba131cb213ef43258e,7.3
10538,Seiyuu Radio no Uraomote,3955,Manga,3,Mar 2020 - Jul 2021,1868,https://myanimelist.net/manga/130236/Seiyuu_Radio_no_Uraomote,https://cdn.myanimelist.net/r/100x140/images/manga/1/237108.jpg?s=14f7ad71f9d6263a3a191154240d6c1d,7.36
10539,Botabota,13806,Manga,1,Dec 2020 - Feb 2021,6790,https://myanimelist.net/manga/132368/Botabota,https://cdn.myanimelist.net/r/100x140/images/manga/3/243281.jpg?s=5b9ab1939ad3d51f4e837528428a7b90,6.6
10540,Our Paradise,3079,Manhwa,3,Oct 2018 - Jun 2019,614,https://myanimelist.net/manga/134729/Our_Paradise,https://cdn.myanimelist.net/r/100x140/images/manga/2/245901.jpg?s=a5b5315e4ac91a5639c6308e08feab0f,7.47
10541,Sadako-san to Sadako-chan,14773,Manga,1,Feb 2019 - May 2019,1698,https://myanimelist.net/manga/122776/Sadako-san_to_Sadako-chan,https://cdn.myanimelist.net/r/100x140/images/manga/1/228348.jpg?s=a21a70b34e791bbcc992bb9d1294b0b1,6.51
