,Title,Rank,Type,Volumes,Published,Members,page_url,image_url,Score
3403,Canaria Child,13903,Manga,1,2007 - 2007,1669,https://myanimelist.net/manga/12397/Canaria_Child,https://cdn.myanimelist.net/r/100x140/images/manga/2/17083.jpg?s=ef8860da65513e3106689738a2940dc0,6.59
3404,White Day,17242,Manhwa,?,-,722,https://myanimelist.net/manga/5983/White_Day,https://cdn.myanimelist.net/r/100x140/images/manga/2/207600.jpg?s=ced2d5cad3764ec90052cc26935a12ec,6.04
3405,Kidou Senshi Gundam: Acguy Hokubei Oudan 2250 Miles,11114,Manga,1,Apr 2007 - Aug 2009,310,https://myanimelist.net/manga/84465/Kidou_Senshi_Gundam__Acguy_Hokubei_Oudan_2250_Miles,https://cdn.myanimelist.net/r/100x140/images/manga/3/147403.jpg?s=103711eb03ee49037863d1db611a3cec,6.82
3406,Re:Creators: One More!,12571,Manga,1,Jun 2017 - Nov 2017,328,https://myanimelist.net/manga/112106/Re_Creators__One_More,https://cdn.myanimelist.net/r/100x140/images/manga/2/221882.jpg?s=eb550ba69c9e79bd6feb35ed173d4f9e,6.7
3407,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",13084,Manga,2,Jun 2017 - Feb 2018,2445,https://myanimelist.net/manga/106845/Uchiage_Hanabi_Shita_kara_Miru_ka_Yoko_kara_Miru_ka,https://cdn.myanimelist.net/r/100x140/images/manga/1/198936.jpg?s=9f2f264a7b2e998385e4c2c39f5f897b,6.66
3408,Kimi wa Yakamashi Tojite yo Kuchi wo!,5812,Manga,?,Apr 2022 -,2303,https://myanimelist.net/manga/147483/Kimi_wa_Yakamashi_Tojite_yo_Kuchi_wo,https://cdn.myanimelist.net/r/100x140/images/manga/1/268163.jpg?s=9d0db4c7f5375dc0407044700a706569,7.2
3409,Misa-chan,17059,One-shot,?,Jun 2016 - Jun 2016,340,https://myanimelist.net/manga/116623/Misa-chan,https://cdn.myanimelist.net/r/100x140/images/manga/2/232563.jpg?s=fad6d00c0437582623d8ce4d889d1645,6.12
3410,"Urami Koi, Koi, Urami Koi.",1560,Manga,12,Jun 2014 - Jul 2019,14536,https://myanimelist.net/manga/79077/Urami_Koi_Koi_Urami_Koi,https://cdn.myanimelist.net/r/100x140/images/manga/1/188933.jpg?s=2a420d8d1d0c67bda339ee39b0dd8b4a,7.72
3411,Stravaganza: Isai no Hime,8586,Manga,7,Jun 2012 - Jun 2018,6401,https://myanimelist.net/manga/51659/Stravaganza__Isai_no_Hime,https://cdn.myanimelist.net/r/100x140/images/manga/1/122463.jpg?s=52a49466fbdfda6b6dd7f3060e371af4,7.0
3412,Tetsunaki no Kirinji: Kabukichou Seiatsu-hen,5512,Manga,11,Mar 2014 - Sep 2018,435,https://myanimelist.net/manga/98690/Tetsunaki_no_Kirinji__Kabukichou_Seiatsu-hen,https://cdn.myanimelist.net/r/100x140/images/manga/2/177934.jpg?s=6aab30a550f4d048ba6e375c838af637,7.22
3413,Bokura ga Ita,744,Manga,16,Apr 2002 - Feb 2012,47689,https://myanimelist.net/manga/1031/Bokura_ga_Ita,https://cdn.myanimelist.net/r/100x140/images/manga/2/244302.jpg?s=b500304d341627f868dd9c966394ae19,7.99
3414,Kono Subarashii Sekai ni Nichijou wo!,3513,Manga,3,Sep 2016 - Oct 2019,2561,https://myanimelist.net/manga/106218/Kono_Subarashii_Sekai_ni_Nichijou_wo,https://cdn.myanimelist.net/r/100x140/images/manga/3/194472.jpg?s=5f53b207760f08825c7c71872bf559fa,7.41
3415,Kanpeki☆Kareshi Kanojo,7895,Manga,3,May 2009 - Dec 2011,1923,https://myanimelist.net/manga/32091/Kanpeki☆Kareshi_Kanojo,https://cdn.myanimelist.net/r/100x140/images/manga/3/105175.jpg?s=9e7515294c03e5f3675db90fa4e8535c,7.04
3416,Vampire Hunter D,2892,Manga,8,2007 - 2014,6062,https://myanimelist.net/manga/3988/Vampire_Hunter_D,https://cdn.myanimelist.net/r/100x140/images/manga/2/76275.jpg?s=06261c579e0938c9ec03aa580f471bf1,7.49
3417,Ore ga Doutei wo Sutetara Shinu Ken ni Tsuite,4140,Manga,4,May 2012 - Apr 2014,17150,https://myanimelist.net/manga/41535/Ore_ga_Doutei_wo_Sutetara_Shinu_Ken_ni_Tsuite,https://cdn.myanimelist.net/r/100x140/images/manga/3/120667.jpg?s=d7b1aea728a33a51979ca966132ce13f,7.35
3418,Saguri-chan Tankentai,7371,Manga,4,Aug 2017 - Jan 2019,5021,https://myanimelist.net/manga/109331/Saguri-chan_Tankentai,https://cdn.myanimelist.net/r/100x140/images/manga/1/206298.jpg?s=df3af3d11ecffcf46662823644adc7d6,7.08
3419,Isekai ni Tobasareta Ossan wa Doko e Iku?,16787,Manga,?,Dec 2017 -,4659,https://myanimelist.net/manga/111491/Isekai_ni_Tobasareta_Ossan_wa_Doko_e_Iku,https://cdn.myanimelist.net/r/100x140/images/manga/2/210925.jpg?s=ce1fa9fbd07f3d3f20c4219b6bd5378b,6.2
3420,Keyman: The Hand of Judgement,2856,Manga,13,Apr 2011 - Dec 2016,6553,https://myanimelist.net/manga/46848/Keyman__The_Hand_of_Judgement,https://cdn.myanimelist.net/r/100x140/images/manga/2/168114.jpg?s=7fc2b3a33db13dfc8383857dbad6d035,7.5
3421,"Sono Kuchibiru, Itadakimasu",3233,Manga,1,Dec 2009 - Dec 2009,4906,https://myanimelist.net/manga/19620/Sono_Kuchibiru_Itadakimasu,https://cdn.myanimelist.net/r/100x140/images/manga/1/30511.jpg?s=8721b9f8759b39e6e5fc423abca5177d,7.45
3422,Zhong Xia Ye Zhi Meng,15454,Manhua,1,1999 - 1999,342,https://myanimelist.net/manga/20693/Zhong_Xia_Ye_Zhi_Meng,https://cdn.myanimelist.net/r/100x140/images/manga/2/32963.jpg?s=b986cd20bf3e7adf8271e6253772d430,6.44
3423,Dracu-Riot! Honey!,10402,Manga,?,Apr 2012 -,964,https://myanimelist.net/manga/49141/Dracu-Riot_Honey,https://cdn.myanimelist.net/r/100x140/images/manga/2/86523.jpg?s=fd82995817fa86407e48416c18cdae3d,6.87
3424,I Fell into a Reverse Harem Game!,6433,Manhwa,?,Sep 2020 -,2086,https://myanimelist.net/manga/147741/I_Fell_into_a_Reverse_Harem_Game,https://cdn.myanimelist.net/r/100x140/images/manga/3/262116.jpg?s=5a8a560457faa32e5c0491d459fb82fd,7.15
3425,"Chikotan, Kowareru",10926,Manga,7,Jun 2015 - Nov 2016,5209,https://myanimelist.net/manga/92194/Chikotan_Kowareru,https://cdn.myanimelist.net/r/100x140/images/manga/3/188828.jpg?s=cbb75f259f83410c523ea030d6fdb906,6.83
3426,Shinigami no Ballad.,2540,Manga,3,May 2005 - Feb 2007,2300,https://myanimelist.net/manga/1778/Shinigami_no_Ballad,https://cdn.myanimelist.net/r/100x140/images/manga/1/209216.jpg?s=35087d41c23ca7ec55e7dcaa01326dfb,7.54
3427,Good Night World,6104,Manga,5,Dec 2015 - Jan 2017,6345,https://myanimelist.net/manga/95939/Good_Night_World,https://cdn.myanimelist.net/r/100x140/images/manga/2/175852.jpg?s=1ce3c0c8449559b5f953abbfc8fde9f9,7.18
3428,Marry Marry Me!,14227,Manga,1,Sep 2015 - Nov 2015,530,https://myanimelist.net/manga/111209/Marry_Marry_Me,https://cdn.myanimelist.net/r/100x140/images/manga/1/205516.jpg?s=9ba9e3f19f2027000e459f416391b1c7,6.56
3429,Darkside Blues,12965,Manga,2,1988 - 1988,550,https://myanimelist.net/manga/340/Darkside_Blues,https://cdn.myanimelist.net/r/100x140/images/manga/3/269173.jpg?s=5000fc682943fb33c0f968aa95bde46f,6.67
3430,Degausser,12909,Manga,6,Mar 2018 - Oct 2019,622,https://myanimelist.net/manga/118191/Degausser,https://cdn.myanimelist.net/r/100x140/images/manga/1/223835.jpg?s=4198a7d3588450f1b86510af36cb61a9,6.68
3431,Hyouketsu Kyoukai no Eden,5873,Manga,3,Jun 2012 - Jul 2014,2870,https://myanimelist.net/manga/48617/Hyouketsu_Kyoukai_no_Eden,https://cdn.myanimelist.net/r/100x140/images/manga/3/119933.jpg?s=bbdcd004c38ab403093761fab1a4af43,7.19
3432,Futaribeya,1985,Manga,?,Jul 2014 -,7401,https://myanimelist.net/manga/88489/Futaribeya,https://cdn.myanimelist.net/r/100x140/images/manga/1/154836.jpg?s=d345b9dc7df3f3481cb9dbd245d6e7f3,7.64
3433,Satoshi to Pikachu,12224,Manga,6,1997 - 2006,576,https://myanimelist.net/manga/22572/Satoshi_to_Pikachu,https://cdn.myanimelist.net/r/100x140/images/manga/4/156351.jpg?s=2fb8fdd09d76513fe1fad6db692abbdd,6.73
3434,Shitsurakuen,7973,Manga,6,May 2009 - Mar 2011,11247,https://myanimelist.net/manga/14922/Shitsurakuen,https://cdn.myanimelist.net/r/100x140/images/manga/2/63291.jpg?s=077589d3786689bddf3d959cfb1761c7,7.04
3435,Soukon no Shoujo to Sourei no Tabi,10075,Manga,7,Jun 2018 - Mar 2022,1494,https://myanimelist.net/manga/120476/Soukon_no_Shoujo_to_Sourei_no_Tabi,https://cdn.myanimelist.net/r/100x140/images/manga/3/220789.jpg?s=63e900024300c18550b6bb63a12281a8,6.89
3436,Seiyuu Ichinensei,10108,Manga,4,Sep 2010 - Nov 2012,399,https://myanimelist.net/manga/31885/Seiyuu_Ichinensei,https://cdn.myanimelist.net/r/100x140/images/manga/1/119579.jpg?s=1e3478db2b399bd7c6e88c22dcad9098,6.89
3437,Soshite Koi ga Hajimaru,10336,Manga,1,2003 - 2003,1429,https://myanimelist.net/manga/807/Soshite_Koi_ga_Hajimaru,https://cdn.myanimelist.net/r/100x140/images/manga/5/130117.jpg?s=792e39a015879cc6cc6e4d21e847eeb3,6.87
3438,Umareru Seibetsu wo Machigaeta!,8306,Manga,1,Apr 2016 - Dec 2016,1163,https://myanimelist.net/manga/113009/Umareru_Seibetsu_wo_Machigaeta,https://cdn.myanimelist.net/r/100x140/images/manga/2/212854.jpg?s=3695fea2824c5a007421817813241608,7.02
3439,Jacarandá,17221,Manga,1,Oct 2002 - Dec 2004,812,https://myanimelist.net/manga/49691/Jacarandá,https://cdn.myanimelist.net/r/100x140/images/manga/3/166504.jpg?s=dfc2ffb3a36ad532618bbe4104460ddd,6.05
3440,Isekaigaeri no Daikenja-sama wa Soredemo Kossori Kurashiteiru Tsumori desu,15357,Manga,?,Aug 2021 -,1549,https://myanimelist.net/manga/141673/Isekaigaeri_no_Daikenja-sama_wa_Soredemo_Kossori_Kurashiteiru_Tsumori_desu,https://cdn.myanimelist.net/r/100x140/images/manga/1/257156.jpg?s=079d96772f4b8422468cb17f0bcae8f6,6.45
3441,You Are My Darling!!!,11174,Manga,1,Apr 2018 - Feb 2019,314,https://myanimelist.net/manga/132163/You_Are_My_Darling,https://cdn.myanimelist.net/r/100x140/images/manga/1/238839.jpg?s=8133c452b5657b5f65d93d46006054cb,6.81
3442,Joshikou dakara Safe,14238,Manga,4,Oct 2019 - Dec 2021,1458,https://myanimelist.net/manga/125504/Joshikou_dakara_Safe,https://cdn.myanimelist.net/r/100x140/images/manga/2/235864.jpg?s=826104440ad78404a1429bcaea2890ea,6.56
3443,Tsubaki-chan no Nayamigoto,5451,Manga,1,2010 - 2010,721,https://myanimelist.net/manga/31925/Tsubaki-chan_no_Nayamigoto,https://cdn.myanimelist.net/r/100x140/images/manga/1/60587.jpg?s=6b356d7b80d0a047b89abfea1bc4ab61,7.23
3444,Suki x Suki,13076,Manga,2,May 2016 - Jun 2017,16799,https://myanimelist.net/manga/98971/Suki_x_Suki,https://cdn.myanimelist.net/r/100x140/images/manga/2/193277.jpg?s=840b388e2b01b9bc75c6608d1e1532e4,6.66
3445,Manga of the Dead,17768,Manga,1,Dec 2012 - Dec 2012,3901,https://myanimelist.net/manga/48283/Manga_of_the_Dead,https://cdn.myanimelist.net/r/100x140/images/manga/1/85139.jpg?s=2d3915578aca529466964f888b20f99c,5.43
3446,Renai Junky,13730,Manga,2,2001 - 2001,1348,https://myanimelist.net/manga/3344/Renai_Junky,https://cdn.myanimelist.net/r/100x140/images/manga/1/155933.jpg?s=094c75d9251e04bcf9c79bc48ddc3462,6.61
3447,Hakuouki Shinsengumi Kitan,3262,Light-Novel,4,Jan 2011 - Jul 2011,1172,https://myanimelist.net/manga/29375/Hakuouki_Shinsengumi_Kitan,https://cdn.myanimelist.net/r/100x140/images/manga/5/210017.jpg?s=47b5c09159d02f25dd2f2d997646cead,7.44
3448,No.6,204,Novel,9,Oct 2003 - Jun 2011,20539,https://myanimelist.net/manga/26728/No6,https://cdn.myanimelist.net/r/100x140/images/manga/2/129825.jpg?s=89e5a739172757c7157fe7183c198a06,8.4
3449,Kinka 1-mai de Kawaru Boukensha Seikatsu,13060,Manga,?,Jan 2020 -,965,https://myanimelist.net/manga/124366/Kinka_1-mai_de_Kawaru_Boukensha_Seikatsu,https://cdn.myanimelist.net/r/100x140/images/manga/1/234668.jpg?s=41b72dcd5d47a1924848ba61843c22c9,6.66
3450,Himiko-den: Renge - Gaun no Shou,17607,Manga,1,Nov 1998 - Apr 1999,1060,https://myanimelist.net/manga/3000/Himiko-den__Renge_-_Gaun_no_Shou,https://cdn.myanimelist.net/r/100x140/images/manga/2/179472.jpg?s=3868d296c9f81adfd68317b791d2aa81,5.75
3451,Dreaming Freedom,1119,Manhwa,?,Dec 2021 -,4757,https://myanimelist.net/manga/147636/Dreaming_Freedom,https://cdn.myanimelist.net/r/100x140/images/manga/3/261884.jpg?s=704f626a5fa572ff8765716049521cda,7.84
3452,Getter Robo Saga,438,Manga,9,-,2164,https://myanimelist.net/manga/18074/Getter_Robo_Saga,https://cdn.myanimelist.net/r/100x140/images/manga/2/272713.jpg?s=2bb7bdb32aec0a39f18fc9e11178a150,8.18
3453,Maoyuu Maou Yuusha: Oka no Mukou e,7122,Manga,8,May 2011 - Aug 2014,1795,https://myanimelist.net/manga/28121/Maoyuu_Maou_Yuusha__Oka_no_Mukou_e,https://cdn.myanimelist.net/r/100x140/images/manga/3/119225.jpg?s=65d03da10c782829562305c1f697a133,7.1
3454,I Stan the Prince,4506,Manhwa,?,Feb 2020 -,2126,https://myanimelist.net/manga/147822/I_Stan_the_Prince,https://cdn.myanimelist.net/r/100x140/images/manga/3/262397.jpg?s=9c2dafccf16843342d094af0b8099838,7.31
3455,Ao no Rettou,13869,Manga,?,Jul 2016 - Sep 2016,423,https://myanimelist.net/manga/99958/Ao_no_Rettou,https://cdn.myanimelist.net/r/100x140/images/manga/2/181149.jpg?s=0664953b23fb826bea16fbd5dd997af4,6.59
3456,Inu wo Kau,4619,Manga,1,1991 - 1991,2269,https://myanimelist.net/manga/13026/Inu_wo_Kau,https://cdn.myanimelist.net/r/100x140/images/manga/3/104405.jpg?s=f498880b6878b927757c1103ee4cbb5f,7.3
3457,Itaitashii Love,16465,Manga,1,1995 - 1995,1900,https://myanimelist.net/manga/19392/Itaitashii_Love,https://cdn.myanimelist.net/r/100x140/images/manga/3/65113.jpg?s=e46d50fe9895aaedbd704197c579cc1e,6.28
3458,Kageki no Kuni no Alice,11653,Manga,3,Dec 2015 - Sep 2017,966,https://myanimelist.net/manga/103233/Kageki_no_Kuni_no_Alice,https://cdn.myanimelist.net/r/100x140/images/manga/3/271864.jpg?s=904ead33d5228d3484b714ed8a44d351,6.77
3459,Dirty Pair no Daibouken,11728,Manga,2,Mar 2010 - May 2011,512,https://myanimelist.net/manga/40239/Dirty_Pair_no_Daibouken,https://cdn.myanimelist.net/r/100x140/images/manga/3/280725.jpg?s=85779759c9cca6e3afefc2415bae3fc7,6.77
3460,Koi ga Saku Koro Sakura Doki: Charming Scarlet,9922,Manga,2,Oct 2013 - Nov 2014,982,https://myanimelist.net/manga/64125/Koi_ga_Saku_Koro_Sakura_Doki__Charming_Scarlet,https://cdn.myanimelist.net/r/100x140/images/manga/1/158553.jpg?s=c3582b2ba0c9b7b143407e2df9867c87,6.9
3461,Futari no Arcadia,8684,Manga,1,Feb 2017 - Aug 2018,408,https://myanimelist.net/manga/123619/Futari_no_Arcadia,https://cdn.myanimelist.net/r/100x140/images/manga/1/230662.jpg?s=c74d8de8c69721d4b8293004e8ea5e0a,6.99
3462,Yoake no Uta,1174,Manga,?,Aug 2020 -,1765,https://myanimelist.net/manga/140409/Yoake_no_Uta,https://cdn.myanimelist.net/r/100x140/images/manga/2/265253.jpg?s=944a305863d1fe689a795d4b96837528,7.82
3463,Land of Silver Rain,8944,Manhwa,7,2004 - 2007,1258,https://myanimelist.net/manga/5245/Land_of_Silver_Rain,https://cdn.myanimelist.net/r/100x140/images/manga/2/6587.jpg?s=6f600c4a5e96d03e714c4a6140ba44f8,6.97
3464,Le Chevalier d'Eon,7498,Manga,8,Jan 2005 - Nov 2008,2377,https://myanimelist.net/manga/222/Le_Chevalier_dEon,https://cdn.myanimelist.net/r/100x140/images/manga/1/1068.jpg?s=d9d2d791fb5ed9652a78353002cef55b,7.07
3465,Kaibutsu Shoujo wa Hatsukoi no Yume wo Miru ka?,13245,Manga,3,Jul 2019 - May 2020,567,https://myanimelist.net/manga/146563/Kaibutsu_Shoujo_wa_Hatsukoi_no_Yume_wo_Miru_ka,https://cdn.myanimelist.net/r/100x140/images/manga/2/259221.jpg?s=565375d630a90e4e4f97bd679f16ea52,6.65
3466,Mawaru Penguindrum,1851,Novel,3,Jul 2011 - Feb 2012,2413,https://myanimelist.net/manga/26474/Mawaru_Penguindrum,https://cdn.myanimelist.net/r/100x140/images/manga/2/167526.jpg?s=c59483c70411deb16c72a90bada83395,7.66
3467,Tower of God,215,Manhwa,?,Jul 2010 -,175744,https://myanimelist.net/manga/122663/Tower_of_God,https://cdn.myanimelist.net/r/100x140/images/manga/2/223694.jpg?s=a9641d951e30e1f5f14860db1de9c802,8.39
3468,After War Gundam X: Under the Moonlight,7510,Manga,4,Oct 2004 - Sep 2006,667,https://myanimelist.net/manga/3087/After_War_Gundam_X__Under_the_Moonlight,https://cdn.myanimelist.net/r/100x140/images/manga/1/246055.jpg?s=07b48c6a71cc762e38032f25a831636d,7.07
3469,Koigokoro♥Koushinchuu,5171,Manga,1,-,1371,https://myanimelist.net/manga/14197/Koigokoro♥Koushinchuu,https://cdn.myanimelist.net/r/100x140/images/manga/3/95493.jpg?s=1fb977e64c0bf8f6e1d5059e3c949f24,7.25
3470,Utsusemi ni Akari,5952,Manga,?,Dec 2014 - Dec 2015,798,https://myanimelist.net/manga/94811/Utsusemi_ni_Akari,https://cdn.myanimelist.net/r/100x140/images/manga/2/168474.jpg?s=7c7ff2098283e03387cb22b965c341ce,7.19
3471,Ame Tokidoki Koi Moyou,17139,One-shot,?,Apr 2013 - Apr 2013,1206,https://myanimelist.net/manga/59985/Ame_Tokidoki_Koi_Moyou,https://cdn.myanimelist.net/r/100x140/images/manga/2/104447.jpg?s=de4bbccd6a62365913128fb6e119ff24,6.09
3472,Rokka no Yuusha,7094,Manga,4,Feb 2012 - Nov 2014,4792,https://myanimelist.net/manga/55863/Rokka_no_Yuusha,https://cdn.myanimelist.net/r/100x140/images/manga/2/161314.jpg?s=4f2516adb90605b9ea64db5ba519d33f,7.1
3473,Kaibutsu Oujo Nightmare,7057,Manga,7,Nov 2017 - Mar 2021,1075,https://myanimelist.net/manga/111223/Kaibutsu_Oujo_Nightmare,https://cdn.myanimelist.net/r/100x140/images/manga/1/209655.jpg?s=e1fd582b67ba00f518b2a78a417d8b06,7.1
3474,"Yagami-kun wa, Kyou mo Ijiwaru.",6893,Manga,11,Aug 2016 - Sep 2019,1812,https://myanimelist.net/manga/101068/Yagami-kun_wa_Kyou_mo_Ijiwaru,https://cdn.myanimelist.net/r/100x140/images/manga/1/186148.jpg?s=d3caeed7885498504542dd3203c37520,7.11
3475,Renai Manga,9396,Manga,1,2010 - 2011,4286,https://myanimelist.net/manga/29513/Renai_Manga,https://cdn.myanimelist.net/r/100x140/images/manga/3/242950.jpg?s=8227451ae200d00f5ea6e4bfda281655,6.94
3476,GE: Good Ending,3639,One-shot,?,Mar 2009 - Mar 2009,9157,https://myanimelist.net/manga/19885/GE__Good_Ending,https://cdn.myanimelist.net/r/100x140/images/manga/3/49691.jpg?s=2b5beb6d2f000fa8031d97577becf988,7.4
3477,Byousoku 5 Centimeter,868,Manga,2,May 2010 - Mar 2011,30167,https://myanimelist.net/manga/23419/Byousoku_5_Centimeter,https://cdn.myanimelist.net/r/100x140/images/manga/3/138585.jpg?s=165d05ba62852bdc8eb82e76f57f8d14,7.93
3478,Princess Ai Monogatari,12402,Manga,3,Jan 2004 - Jun 2005,3089,https://myanimelist.net/manga/68053/Princess_Ai_Monogatari,https://cdn.myanimelist.net/r/100x140/images/manga/3/116443.jpg?s=d8af2a345ad6fde6ab6388409803744f,6.71
3479,Shimazaki Nana@Oshigoto Boshuuchuu,13683,Manga,?,Apr 2020 -,2567,https://myanimelist.net/manga/126753/Shimazaki_NanaOshigoto_Boshuuchuu,https://cdn.myanimelist.net/r/100x140/images/manga/2/252542.jpg?s=477144f8d9d05d6bd019f889915005f9,6.61
3480,Haru to Natsu,14988,Manga,5,Oct 2008 - Oct 2014,8321,https://myanimelist.net/manga/16860/Haru_to_Natsu,https://cdn.myanimelist.net/r/100x140/images/manga/1/139059.jpg?s=7d872a8d1adb79f1eefadaf7d84ea7fb,6.49
3481,Croket!,8674,Manga,15,Apr 2000 - Nov 2006,339,https://myanimelist.net/manga/17005/Croket,https://cdn.myanimelist.net/r/100x140/images/manga/2/25364.jpg?s=9a28e6e403ee0f376780a6b4d87eda92,6.99
3482,Gunjou Rain,14190,One-shot,?,Aug 2012 - Aug 2012,708,https://myanimelist.net/manga/43539/Gunjou_Rain,https://cdn.myanimelist.net/r/100x140/images/manga/2/76643.jpg?s=73774ade21cea8ad1f1732834e3f61c3,6.57
3483,Wonderland,14648,Manga,6,Apr 2015 - Oct 2017,1645,https://myanimelist.net/manga/89747/Wonderland,https://cdn.myanimelist.net/r/100x140/images/manga/2/167641.jpg?s=e5b06c4deae2b0e39c1ad625b7d708d9,6.52
3484,Memory Eaters,9635,Manhwa,2,2006 - 2007,803,https://myanimelist.net/manga/10806/Memory_Eaters,https://cdn.myanimelist.net/r/100x140/images/manga/2/186619.jpg?s=d78121115c990dbf9b07d016772d42b0,6.92
3485,Masou Gakuen HxH,13544,Manga,4,Jun 2015 - Jan 2018,2881,https://myanimelist.net/manga/90098/Masou_Gakuen_HxH,https://cdn.myanimelist.net/r/100x140/images/manga/3/179498.jpg?s=3bbdf240b16e28a0c594cfa2c3a13d7b,6.62
3486,Toshokan Sensou,1196,Light-Novel,4,Feb 2006 - Nov 2007,1799,https://myanimelist.net/manga/6892/Toshokan_Sensou,https://cdn.myanimelist.net/r/100x140/images/manga/2/63627.jpg?s=27fca7bb6aa22c2ed26d8cfaabe83f33,7.82
3487,Hakuba no Ouji-sama,14920,Manga,10,Apr 2005 - May 2008,850,https://myanimelist.net/manga/19257/Hakuba_no_Ouji-sama,https://cdn.myanimelist.net/r/100x140/images/manga/5/76347.jpg?s=e6743b0d24a8f1789c48cf2c733d1a2e,6.5
3488,The Crimson Lady,8722,Manhwa,?,Aug 2022 -,1633,https://myanimelist.net/manga/151065/The_Crimson_Lady,https://cdn.myanimelist.net/r/100x140/images/manga/1/268108.jpg?s=6415524b76b0224a4d08d6768a43b648,6.99
3489,Plastic Girl,4446,Manga,1,Mar 2009 - Mar 2009,6090,https://myanimelist.net/manga/15718/Plastic_Girl,https://cdn.myanimelist.net/r/100x140/images/manga/3/22906.jpg?s=a639501e5cd24fa80d64ca7bafe628a9,7.32
3490,Naa-tan to Goshujin-tama,17778,One-shot,?,Aug 2015 - Aug 2015,1582,https://myanimelist.net/manga/92723/Naa-tan_to_Goshujin-tama,https://cdn.myanimelist.net/r/100x140/images/manga/2/267498.jpg?s=cb20e24316a455c0d1920655ca5b6cf2,5.38
3491,Crazy Love Story,12699,Manhwa,5,2004 -,506,https://myanimelist.net/manga/268/Crazy_Love_Story,https://cdn.myanimelist.net/r/100x140/images/manga/2/152306.jpg?s=b65670f92d33e9da88c494b1c9684e6e,6.69
3492,Kaede Typhoon,16343,Manga,1,Mar 1999 - May 1999,1412,https://myanimelist.net/manga/3035/Kaede_Typhoon,https://cdn.myanimelist.net/r/100x140/images/manga/3/116873.jpg?s=83657eadbfbc63fd0aa949ec7dcdd07a,6.3
3493,Prince no Shukumei,13280,Manga,1,Nov 2008 - Nov 2008,239,https://myanimelist.net/manga/47881/Prince_no_Shukumei,https://cdn.myanimelist.net/r/100x140/images/manga/2/84405.jpg?s=c685ec162bd00e29fc24ffc3c66cd186,6.65
3494,The Pale Horse,2052,Manhwa,?,Sep 2011 - Nov 2020,4394,https://myanimelist.net/manga/40253/The_Pale_Horse,https://cdn.myanimelist.net/r/100x140/images/manga/3/274144.jpg?s=d6db14436390a571faced2f0fee0d747,7.62
3495,Tate no Yuusha no Toaru Ichinichi,8679,Manga,3,Sep 2018 - Jun 2020,1524,https://myanimelist.net/manga/115900/Tate_no_Yuusha_no_Toaru_Ichinichi,https://cdn.myanimelist.net/r/100x140/images/manga/2/221788.jpg?s=0a2af9a3cf5aa23e9bed7c0f018f8596,6.99
3496,Sarashi Asobi,1041,Manga,2,Jan 2008 - Dec 2009,5120,https://myanimelist.net/manga/16034/Sarashi_Asobi,https://cdn.myanimelist.net/r/100x140/images/manga/1/23376.jpg?s=63035536cac536573628a4b9a4baa60d,7.87
3497,Hare no Kuni no Appare-dan,11549,Manga,1,Nov 2016 - Mar 2017,589,https://myanimelist.net/manga/106254/Hare_no_Kuni_no_Appare-dan,https://cdn.myanimelist.net/r/100x140/images/manga/1/195163.jpg?s=28e8fd3e83d521294e47f448fdbdf456,6.78
3498,Tamara,13768,Manga,1,2004 - 2004,974,https://myanimelist.net/manga/5844/Tamara,https://cdn.myanimelist.net/r/100x140/images/manga/1/7480.jpg?s=621ec56988c82294137f919da48fd7e6,6.6
3499,Nekoka Danshi no Shitsukekata,4322,Manga,5,Sep 2009 - Jun 2014,4400,https://myanimelist.net/manga/46896/Nekoka_Danshi_no_Shitsukekata,https://cdn.myanimelist.net/r/100x140/images/manga/3/180214.jpg?s=c53e3d130fba03172be5f0de981cd97f,7.33
3500,Akaaka to Shita Chi no Monogatari,16896,Manga,6,Apr 2014 - Mar 2017,9755,https://myanimelist.net/manga/70485/Akaaka_to_Shita_Chi_no_Monogatari,https://cdn.myanimelist.net/r/100x140/images/manga/2/188836.jpg?s=211bb12f5ed793bfb4c01ac6039f9bfd,6.17
3501,Barahime no Mezame,11476,One-shot,?,Sep 2012 - Sep 2012,1132,https://myanimelist.net/manga/42741/Barahime_no_Mezame,https://cdn.myanimelist.net/r/100x140/images/manga/3/74697.jpg?s=e82fef61a479d9772e4a17f6b1465652,6.79
3502,Ikenie Touhyou,17522,Manga,7,Dec 2015 - Sep 2018,3609,https://myanimelist.net/manga/103814/Ikenie_Touhyou,https://cdn.myanimelist.net/r/100x140/images/manga/2/190058.jpg?s=29cf03ff44476b34bdfc33d25f7e6882,5.84
3503,Nejimakiboshi to Aoi Sora,15117,Manga,1,Dec 2007 - Mar 2008,902,https://myanimelist.net/manga/37387/Nejimakiboshi_to_Aoi_Sora,https://cdn.myanimelist.net/r/100x140/images/manga/2/173805.jpg?s=331e87d07ec81896e916a4b31988a462,6.48
3504,Superhuman Era,3871,Manhwa,?,Jul 2019 -,931,https://myanimelist.net/manga/148961/Superhuman_Era,https://cdn.myanimelist.net/r/100x140/images/manga/1/265100.jpg?s=5f656f27a16993bd60eb123dc750030e,7.37
